overall_mae,clean_unaffected_mae,perfect_chaos_mae,ci_clean_low,ci_clean_high,ci_chaotic_low,ci_chaotic_high,sig_method,sig_p_value
2.5376344086021505,1.45,1.8028673835125448,0.975,2.025,2.38,3.6302499999999984,mannwhitneyu,0.009226349391678301
