event_id,event,driver_id,driver,predicted_pos,actual_pos,error,chaos_score,race_category,driver_affected,year
78,2025 R10 Canadian Grand Prix,5,Fernando Alonso,8.0,7,1.0,0.75,chaotic,False,2025
79,2025 R11 Austrian Grand Prix,5,Fernando Alonso,8.0,7,1.0,0.75,chaotic,False,2025
80,2025 R12 British Grand Prix,5,Fernando Alonso,8.0,9,1.0,1.0,chaotic,False,2025
81,2025 R13 Belgian Grand Prix,7,Lewis Hamilton,8.0,7,1.0,0.0,clean,False,2025
82,2025 R14 Hungarian Grand Prix,24,Gabriel Bortoleto,8.0,6,2.0,0.25,moderate,False,2025
54,2025 R1 Australian Grand Prix,7,Lewis Hamilton,9.0,10,1.0,1.5,chaotic,False,2025
61,2025 R2 Chinese Grand Prix,7,Lewis Hamilton,9.0,19,10.0,0.4,moderate,True,2025
55,2025 R3 Japanese Grand Prix,4,Carlos Sainz,9.0,14,5.0,0.0,clean,False,2025
56,2025 R4 Bahrain Grand Prix,4,Carlos Sainz,9.0,19,10.0,0.30000000000000004,moderate,True,2025
57,2025 R5 Saudi Arabian Grand Prix,14,Yuki Tsunoda,9.0,19,10.0,0.5,moderate,True,2025
60,2025 R6 Miami Grand Prix,4,Carlos Sainz,9.0,9,0.0,1.0,chaotic,False,2025
58,2025 R7 Emilia Romagna Grand Prix,23,Isack Hadjar,9.0,9,0.0,0.5,moderate,False,2025
59,2025 R8 Monaco Grand Prix,25,Liam Lawson,9.0,8,1.0,0.5,moderate,False,2025
77,2025 R9 Spanish Grand Prix,20,Pierre Gasly,9.0,8,1.0,0.5263157894736842,moderate,False,2025
78,2025 R10 Canadian Grand Prix,14,Yuki Tsunoda,9.0,12,3.0,0.75,chaotic,False,2025
79,2025 R11 Austrian Grand Prix,24,Gabriel Bortoleto,9.0,8,1.0,0.75,chaotic,False,2025
80,2025 R12 British Grand Prix,26,Oliver Bearman,9.0,11,2.0,1.0,chaotic,False,2025
81,2025 R13 Belgian Grand Prix,25,Liam Lawson,9.0,8,1.0,0.0,clean,False,2025
82,2025 R14 Hungarian Grand Prix,25,Liam Lawson,9.0,8,1.0,0.25,moderate,False,2025
54,2025 R1 Australian Grand Prix,4,Carlos Sainz,10.0,18,8.0,1.5,chaotic,True,2025
61,2025 R2 Chinese Grand Prix,23,Isack Hadjar,10.0,11,1.0,0.4,moderate,False,2025
55,2025 R3 Japanese Grand Prix,26,Oliver Bearman,10.0,10,0.0,0.0,clean,False,2025
56,2025 R4 Bahrain Grand Prix,14,Yuki Tsunoda,10.0,9,1.0,0.30000000000000004,moderate,False,2025
57,2025 R5 Saudi Arabian Grand Prix,20,Pierre Gasly,10.0,20,10.0,0.5,moderate,True,2025
