overall_mae,clean_unaffected_mae,perfect_chaos_mae,ci_clean_low,ci_clean_high,ci_chaotic_low,ci_chaotic_high,sig_method,sig_p_value
2.7725752508361206,1.3,1.9331103678929766,0.85,1.775,2.8916666666666666,4.208541666666665,mannwhitneyu,0.000150867718940738
